date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2019-11-08 06:19:00,vngnst,,0,0,0,"sy spesialis bpjs dan pasien diatas 40 taun keatas",,,,1192687948505837569,https://twitter.com/vngnst/status/1192687948505837569
2019-11-08 06:18:56,BPJSTKinfo,hhhakim1993,1,0,0,"Perihal syarat dokumen, sahabat berhenti bekerja karena mengundurkan diri, habis kontrak atau PHK? -Tary",,,,1192687930092867584,https://twitter.com/BPJSTKinfo/status/1192687930092867584
2019-11-08 06:18:03,ZulfikaAria,Santo_Yu,0,0,0,"Semoga hal ini bisa di sampaikan juga oleh para kader @psi_id ,untuk meminta presiden membatalkan pemindahan provinsi,piala dunia u 20,prioritaskan listrik,BPJS,dll yg dampak nya positif utk masyarakat luas",,@psi_id,,1192687708579061761,https://twitter.com/ZulfikaAria/status/1192687708579061761
2019-11-08 06:17:41,DSmillingEzra,,0,2,6,"Wooii @psi_id yg ini Lo gk tereak2,,!!! bacot kalian knp pd mingkem.. Tarif Tol Naik, BPJS Naik, Listrik Naik, Awas Rakyat Tercekik https://www.cnbcindonesia.com/news/20191107161702-4-113530/tarif-tol-naik-bpjs-naik-listrik-naik-awas-rakyat-tercekik …",,@psi_id,,1192687615671033856,https://twitter.com/DSmillingEzra/status/1192687615671033856
2019-11-08 06:17:34,rezardaa,zakwannur,0,0,0,"Jadi keinget omongan tentor bimbel sma Kalo kamu masuk FK atau yg sejenis 70% hidupmu ya buat mengabdi ke orang bukan buat balik modal Dan masalah bpjs mbok ya yg mampu itu bayar gausah ribet anggep aja sedekah dan yg kurang mampu ya jgn bayar pas sakit aja https://twitter.com/zakwannur/status/1192374679018721280 …",,,,1192687587133030401,https://twitter.com/rezardaa/status/1192687587133030401
2019-11-08 06:17:13,pwdd_swekecity,Awalanur,1,0,0,"yang lebih parah lagi sudah bayar iuran BPJS tapi ketika mau masuk RS ditolak dngn alasan ruangan penuh,nunggu didpn teras ada pasian yg bayar lgsg bs masuk ruangan sdh di sediakan https://twitter.com/Awalanur/status/1192314641273249792 …",,,,1192687498922643456,https://twitter.com/pwdd_swekecity/status/1192687498922643456
2019-11-08 06:17:07,_heyjuliette,jaexhyunist,0,0,0,"kalo aku kmrn abis 230rb/sesinyaaa huhu tp itu di rumah sakit dan gapake bpjs, kayanya kalo di puskesmas dan pake bpjs lebih murah deh",,,,1192687471949053952,https://twitter.com/_heyjuliette/status/1192687471949053952
2019-11-08 06:16:37,Mosthafavi,,0,0,0,"itu anggota DPR yang mengkritik kenaikan BPJS kan yang dihujat karena keturunan PKI ya ? wkwkwkwk badhogen iku lambemu drun!",,,,1192687347046858752,https://twitter.com/Mosthafavi/status/1192687347046858752
2019-11-08 06:15:46,cicit_cuiitt,35ury4,0,0,0,"Sy pakai BPJS prnah, pakai umum jg prnah.Antri itu biasa, kalau gk mau antri ya racik sndiri d rmh atau beli lngsung di apotek luar.Kalau mmang gak mau antri, di tinggal aja, bawa nomor antriannya,antar pasien pulang dulu nanti sorean dtng lg.",,,,1192687132407521280,https://twitter.com/cicit_cuiitt/status/1192687132407521280
2019-11-08 06:15:40,ardi_riau2,,0,2,4,"Ngakunya saya PANCASILA, ngakunya saya NKRI, tapi giliran yang nunggak bayar iuran BPJS, ga boleh memperpanjang SIM. Pertanyaan saya, ente ntu PKI apa pelayan rakyat?. #riaumerdeka",,,#riaumerdeka,1192687107174584321,https://twitter.com/ardi_riau2/status/1192687107174584321
2019-11-08 06:15:17,BPJSTKinfo,Raffi_Zainal,0,0,0,"Siang, Sahabat. Perihal registrasi vokasi bisa dilakukan melalui website pada link berikut https://sso.bpjsketenagakerjaan.go.id/ . -Gea",,,,1192687014312738816,https://twitter.com/BPJSTKinfo/status/1192687014312738816
2019-11-08 06:15:13,JaritaKirana,TanYoana,0,0,0,"BPJS naik 100% togog diam. KAIN celana naik 10 cm togog ribut. #OtakTogogRadikal",,,#OtakTogogRadikal,1192686997212516352,https://twitter.com/JaritaKirana/status/1192686997212516352
2019-11-08 06:15:03,vngnst,,1,0,1,"bukanny milih milih tp emg lebi mili periksa yg bpjs aja sy.",,,,1192686954535505921,https://twitter.com/vngnst/status/1192686954535505921
2019-11-08 06:14:59,ekdmynt,ekdmynt,1,0,0,"Kan td Saya blg belum punya bpjs",,,,1192686937607327744,https://twitter.com/ekdmynt/status/1192686937607327744
2019-11-08 06:14:57,RA_drtjiptaning,,0,0,0,"Iuran JKN mau naik, @dr_tjiptaning : Ini pemerasan & bukan gotong royong! https://politik.rmol.id/read/2019/11/06/409186/BPJS-Naik,-Fraksi-PDIP:-Ini-Pemerasan-Dan-Bukan-Gotong-Royong%3Ci%3E!%3C/i%3E- … Menyuarakan aspirasi wong cilik!! Merdeka!!! #KesehatanYangBerkeadilan #RTP #menteri #Kesehatan #Republik #Indonesia",,@dr_tjiptaning,#KesehatanYangBerkeadilan #RTP #menteri #Kesehatan #Republik #Indonesia,1192686928459685888,https://twitter.com/RA_drtjiptaning/status/1192686928459685888
2019-11-08 06:14:54,TW_uni93,,0,0,0,"Miris sekali kodong dengar buk ibu saling curhat masalah kenaikan iuran BPJS, hati siapa yg tidak tercabik"" dengar meraka merintih tambah lg sy orang kesehatan.. Peserta BPJS tolong jangan salahkan tenaga... https://www.facebook.com/100003331742754/posts/2613187342135632/ …",,,,1192686917805993984,https://twitter.com/TW_uni93/status/1192686917805993984
2019-11-08 06:14:44,tigapilarnews,,0,0,0,"Menkes Terawan Janjikan Sejumlah Alternatif untuk Defisit Anggaran BPJS Kesehatan http://tigapilarnews.com/berita/2019/11/08/127823-Menkes-Terawan-Janjikan-Sejumlah-Alternatif-untuk-Defisit-Anggaran-BPJS-Kesehatan …",,,,1192686873535139840,https://twitter.com/tigapilarnews/status/1192686873535139840
2019-11-08 06:14:35,Jarakdekat,r0nggo05,0,0,0,"bukankah BPJS kesehatan diwajibkan ya?",,,,1192686836792971264,https://twitter.com/Jarakdekat/status/1192686836792971264
2019-11-08 06:14:14,Muhammad_Iqb47,psi_id,0,0,0,"woi suara kalian untk bpjs kmn???",,,,1192686746808381440,https://twitter.com/Muhammad_Iqb47/status/1192686746808381440
2019-11-08 06:14:11,BPJSTKinfo,ekdmynt,1,0,0,"Vokasi diperuntukan bagi peserta penerima upah yang sudah behenti bekerja dikarenakan habis kontrak atau PHK. Apakah saat ini sahabat belum terdaftar BPJS Ketenagakerjaan dari perusahaan? -Ruhi",,,,1192686737270534145,https://twitter.com/BPJSTKinfo/status/1192686737270534145
2019-11-08 06:14:10,ErniVania,QiraniAyar4,0,0,1,"Hidup susah krn junjungan ente yg bwt kebijakan ekonomi ngawur, semua dinaikkan bpjs, tol, impor brg terus, partai ente tugasnya emang bwt jatuhkan kinerja anies#Partai sampah indonesia",,,#Partai,1192686730270273536,https://twitter.com/ErniVania/status/1192686730270273536
2019-11-08 06:14:04,widyaningsihx,,0,0,0,"ngikutin jaman mah gak ada habisnya, bergaya sesuai isi dompet aja kali jangan bpjs gitchu ah",,,,1192686707918852097,https://twitter.com/widyaningsihx/status/1192686707918852097
2019-11-08 06:14:03,evangelistadees,,0,0,0,"Gue tiba2 kepikiran gimana kalau kerugian bpjs ditalangin sama duit2 negara yg dibalikin sama koruptor? plus ditambah aset2 mereka? kayanya kalau sampai angka triliun sih bisa ya.",,,,1192686703217016832,https://twitter.com/evangelistadees/status/1192686703217016832
2019-11-08 06:13:35,NartiUmmu,ik4mawar3,0,0,0,"Yang selalu nambah utang negara,yang menyengsarakan rakyat Krn kebijakan Neolib naikin BPJS 100%,tol,TDL dll,,ini di sebut radikal g y? https://twitter.com/ik4mawar3/status/1192582184642596865 …",,,,1192686583150862336,https://twitter.com/NartiUmmu/status/1192686583150862336
2019-11-08 06:13:28,radartasik,,0,0,0,"Peserta BPJS di Pangandaran Capai 284 Ribu Jiwa https://www.radartasikmalaya.com/peserta-bpjs-di-pangandaran-capai-284-ribu-jiwa/ …pic.twitter.com/FlYbNHPgi8",,,,1192686556773048320,https://twitter.com/radartasik/status/1192686556773048320
2019-11-08 06:13:26,RakyatGarut,,0,0,0,"Peserta BPJS di Pangandaran Capai 284 Ribu Jiwa https://www.radartasikmalaya.com/peserta-bpjs-di-pangandaran-capai-284-ribu-jiwa/ …pic.twitter.com/8I6Gf3us4W",,,,1192686546962530308,https://twitter.com/RakyatGarut/status/1192686546962530308
2019-11-08 06:13:23,RadarBanjar,,0,0,0,"Peserta BPJS di Pangandaran Capai 284 Ribu Jiwa https://www.radartasikmalaya.com/peserta-bpjs-di-pangandaran-capai-284-ribu-jiwa/ …pic.twitter.com/AcbnJgOeKD",,,,1192686536120246272,https://twitter.com/RadarBanjar/status/1192686536120246272
2019-11-08 06:13:21,PangandaranRd,,0,0,0,"Peserta BPJS di Pangandaran Capai 284 Ribu Jiwa https://www.radartasikmalaya.com/peserta-bpjs-di-pangandaran-capai-284-ribu-jiwa/ …pic.twitter.com/gFtCHBk1kz",,,,1192686527287042048,https://twitter.com/PangandaranRd/status/1192686527287042048
